datetime,total_demand_kwh,hour,day,month,weekday,is_weekend,season,lag_1,lag_48,lag_96,rolling_mean_48,rolling_std_48,ramp_rate
2013-01-03 00:30:00,175.02,0,3,1,3,0,0,209.864,165.862,204.27,240.92764583333334,91.77139873423447,-34.843999999999994
2013-01-03 01:00:00,151.394,1,3,1,3,0,0,175.02,147.971,189.439,240.99895833333335,91.69892967123057,-23.626000000000005
2013-01-03 01:30:00,137.672,1,3,1,3,0,0,151.394,129.889,173.019,241.16110416666666,91.50495621159976,-13.722000000000008
2013-01-03 02:00:00,128.217,2,3,1,3,0,0,137.672,117.542,154.537,241.3835,91.21061589086814,-9.454999999999984
2013-01-03 02:30:00,121.28,2,3,1,3,0,0,128.217,113.493,147.255,241.54572916666666,90.98495323923821,-6.937000000000012
2013-01-03 03:00:00,116.156,3,3,1,3,0,0,121.28,109.344,138.952,241.68764583333333,90.77944055587616,-5.123999999999995
2013-01-03 03:30:00,111.425,3,3,1,3,0,0,116.156,108.841,129.993,241.74147916666666,90.69971584838774,-4.731000000000009
2013-01-03 04:00:00,108.828,4,3,1,3,0,0,111.425,107.518,120.971,241.76877083333332,90.65865629962065,-2.596999999999994
2013-01-03 04:30:00,108.442,4,3,1,3,0,0,108.828,109.594,119.493,241.74477083333338,90.69453669352276,-0.3860000000000099
2013-01-03 05:00:00,112.105,5,3,1,3,0,0,108.442,117.266,113.919,241.63725,90.84817861650376,3.663000000000011
2013-01-03 05:30:00,114.017,5,3,1,3,0,0,112.105,116.843,114.222,241.57837500000002,90.93165076609944,1.911999999999992
2013-01-03 06:00:00,118.367,6,3,1,3,0,0,114.017,122.726,114.154,241.4875625,91.05496589374411,4.3500000000000085
2013-01-03 06:30:00,141.766,6,3,1,3,0,0,118.367,139.598,120.841,241.53272916666666,91.00387289087126,23.398999999999987
2013-01-03 07:00:00,162.64,7,3,1,3,0,0,141.766,156.365,132.388,241.66345833333332,90.88335167065442,20.873999999999995
2013-01-03 07:30:00,190.39,7,3,1,3,0,0,162.64,183.375,140.03,241.80960416666667,90.7932216578429,27.75
2013-01-03 08:00:00,207.592,8,3,1,3,0,0,190.39,196.699,157.244,242.03654166666664,90.69162543733744,17.202000000000027
2013-01-03 08:30:00,219.186,8,3,1,3,0,0,207.592,217.96,169.226,242.06208333333336,90.68487283030298,11.593999999999994
2013-01-03 09:00:00,220.044,9,3,1,3,0,0,219.186,230.34,186.424,241.84758333333335,90.72535710144322,0.8580000000000041
2013-01-03 09:30:00,221.745,9,3,1,3,0,0,220.044,230.608,200.115,241.6629375,90.7577320899018,1.7009999999999934
2013-01-03 10:00:00,232.477,10,3,1,3,0,0,221.745,236.885,215.592,241.5711041666667,90.76489935278302,10.732
2013-01-03 10:30:00,227.135,10,3,1,3,0,0,232.477,243.072,227.6,241.23908333333335,90.78843818292631,-5.342000000000013
2013-01-03 11:00:00,228.455,11,3,1,3,0,0,227.135,245.616,241.822,240.8815625,90.80462353888464,1.3200000000000216
2013-01-03 11:30:00,227.162,11,3,1,3,0,0,228.455,237.611,245.97,240.663875,90.82515339964556,-1.2930000000000064
2013-01-03 12:00:00,222.314,12,3,1,3,0,0,227.162,240.645,246.675,240.28197916666667,90.86376475742777,-4.848000000000013
2013-01-03 12:30:00,227.545,12,3,1,3,0,0,222.314,244.933,249.556,239.91972916666666,90.87948717564412,5.2309999999999945
2013-01-03 13:00:00,211.246,13,3,1,3,0,0,227.545,257.29,254.571,238.9604791666667,90.93522415457119,-16.298999999999978
2013-01-03 13:30:00,213.364,13,3,1,3,0,0,211.246,266.21,258.99,237.85952083333333,90.91819642579094,2.117999999999995
2013-01-03 14:00:00,213.996,14,3,1,3,0,0,213.364,249.971,250.196,237.11004166666666,90.96449902886671,0.632000000000005
2013-01-03 14:30:00,222.377,14,3,1,3,0,0,213.996,274.187,259.192,236.03066666666666,90.82246221210643,8.381
2013-01-03 15:00:00,227.957,15,3,1,3,0,0,222.377,272.959,257.18,235.093125,90.66528508601691,5.579999999999984
2013-01-03 15:30:00,235.391,15,3,1,3,0,0,227.957,273.321,278.687,234.30291666666665,90.49013816347043,7.4339999999999975
2013-01-03 16:00:00,253.529,16,3,1,3,0,0,235.391,285.515,292.807,233.63654166666666,90.22236242796644,18.138000000000005
2013-01-03 16:30:00,287.876,16,3,1,3,0,0,253.529,315.426,321.801,233.06258333333335,89.77751470039779,34.34699999999998
2013-01-03 17:00:00,319.13,17,3,1,3,0,0,287.876,339.89,340.929,232.63008333333332,89.30066657820677,31.25400000000002
2013-01-03 17:30:00,339.772,17,3,1,3,0,0,319.13,359.349,365.262,232.22222916666666,88.75262625020211,20.641999999999996
2013-01-03 18:00:00,374.315,18,3,1,3,0,0,339.772,372.853,380.276,232.2526875,88.80215214522488,34.543000000000006
2013-01-03 18:30:00,388.485,18,3,1,3,0,0,374.315,393.598,393.608,232.14616666666666,88.60734871385831,14.170000000000016
2013-01-03 19:00:00,391.905,19,3,1,3,0,0,388.485,394.452,382.633,232.09310416666668,88.50879169102885,3.419999999999959
2013-01-03 19:30:00,390.105,19,3,1,3,0,0,391.905,393.479,389.962,232.0228125,88.37914050576958,-1.7999999999999545
2013-01-03 20:00:00,368.694,20,3,1,3,0,0,390.105,393.01,371.533,231.51622916666665,87.50207623925506,-21.411
2013-01-03 20:30:00,354.367,20,3,1,3,0,0,368.694,369.326,350.368,231.20458333333332,87.0261570262577,-14.326999999999998
2013-01-03 21:00:00,340.539,21,3,1,3,0,0,354.367,355.976,338.078,230.88297916666667,86.58264874144623,-13.828000000000031
2013-01-03 21:30:00,329.078,21,3,1,3,0,0,340.539,336.773,326.781,230.72266666666667,86.38932409966617,-11.461000000000013
2013-01-03 22:00:00,303.457,22,3,1,3,0,0,329.078,325.282,314.719,230.26797916666666,85.93729927759667,-25.62099999999998
2013-01-03 22:30:00,298.568,22,3,1,3,0,0,303.457,318.569,303.012,229.85129166666664,85.54764760856916,-4.88900000000001
2013-01-03 23:00:00,274.362,23,3,1,3,0,0,298.568,283.951,271.11,229.65152083333336,85.42974090306907,-24.20599999999996
2013-01-03 23:30:00,238.719,23,3,1,3,0,0,274.362,243.522,235.85,229.55145833333333,85.41596069297944,-35.64300000000003
2013-01-04 00:00:00,200.578,0,4,1,4,0,0,238.719,209.864,198.338,229.35800000000003,85.47199701308175,-38.14099999999999
2013-01-04 00:30:00,173.991,0,4,1,4,0,0,200.578,175.02,165.862,229.3365625,85.48604355867195,-26.58699999999999
2013-01-04 01:00:00,148.068,1,4,1,4,0,0,173.991,151.394,147.971,229.26727083333333,85.55188757427175,-25.923000000000002
2013-01-04 01:30:00,129.552,1,4,1,4,0,0,148.068,137.672,129.889,229.09810416666664,85.74466858166988,-18.51600000000002
2013-01-04 02:00:00,118.146,2,4,1,4,0,0,129.552,128.217,117.542,228.88829166666667,86.0086863695726,-11.405999999999992
2013-01-04 02:30:00,113.486,2,4,1,4,0,0,118.146,121.28,113.493,228.72591666666665,86.22325093611877,-4.659999999999997
2013-01-04 03:00:00,108.441,3,4,1,4,0,0,113.486,116.156,109.344,228.5651875,86.44446478314818,-5.045000000000002
2013-01-04 03:30:00,104.799,3,4,1,4,0,0,108.441,111.425,108.841,228.42714583333336,86.64057192744315,-3.641999999999996
2013-01-04 04:00:00,105.668,4,4,1,4,0,0,104.799,108.828,107.518,228.36131250000003,86.73453179310043,0.8689999999999998
2013-01-04 04:30:00,103.581,4,4,1,4,0,0,105.668,108.442,109.594,228.26004166666667,86.88024355544559,-2.0870000000000033
2013-01-04 05:00:00,106.881,5,4,1,4,0,0,103.581,112.105,117.266,228.15120833333333,87.0319842598742,3.299999999999997
2013-01-04 05:30:00,109.985,5,4,1,4,0,0,106.881,114.017,116.843,228.06720833333335,87.14635671269396,3.103999999999999
2013-01-04 06:00:00,117.627,6,4,1,4,0,0,109.985,118.367,122.726,228.05179166666665,87.16623937149312,7.641999999999996
2013-01-04 06:30:00,135.69,6,4,1,4,0,0,117.627,141.766,139.598,227.92520833333333,87.29852159869246,18.063000000000002
2013-01-04 07:00:00,158.423,7,4,1,4,0,0,135.69,162.64,156.365,227.8373541666667,87.36771472698926,22.733000000000004
2013-01-04 07:30:00,184.506,7,4,1,4,0,0,158.423,190.39,183.375,227.71477083333332,87.42548276693397,26.083
2013-01-04 08:00:00,210.812,8,4,1,4,0,0,184.506,207.592,196.699,227.78185416666668,87.41094781328353,26.30600000000001
2013-01-04 08:30:00,222.972,8,4,1,4,0,0,210.812,219.186,217.96,227.86072916666663,87.40473426189895,12.159999999999997
2013-01-04 09:00:00,216.538,9,4,1,4,0,0,222.972,220.044,230.34,227.78768749999998,87.4128700189098,-6.4339999999999975
2013-01-04 09:30:00,218.667,9,4,1,4,0,0,216.538,221.745,230.608,227.72356249999999,87.41852598384109,2.1289999999999907
2013-01-04 10:00:00,208.007,10,4,1,4,0,0,218.667,232.477,236.885,227.21377083333334,87.4615552345872,-10.659999999999997
2013-01-04 10:30:00,203.004,10,4,1,4,0,0,208.007,227.135,243.072,226.71104166666666,87.53134231512497,-5.003000000000014
2013-01-04 11:00:00,207.61,11,4,1,4,0,0,203.004,228.455,245.616,226.27677083333333,87.5742047343923,4.606000000000023
2013-01-04 11:30:00,212.461,11,4,1,4,0,0,207.61,227.162,237.611,225.9705,87.59674677530565,4.850999999999999
2013-01-04 12:00:00,215.794,12,4,1,4,0,0,212.461,222.314,240.645,225.83466666666666,87.60759192675982,3.3329999999999984
2013-01-04 12:30:00,212.7,12,4,1,4,0,0,215.794,227.545,244.933,225.52539583333336,87.62762616618593,-3.0940000000000225
2013-01-04 13:00:00,214.472,13,4,1,4,0,0,212.7,211.246,257.29,225.59260416666666,87.61767775257955,1.7720000000000198
2013-01-04 13:30:00,214.55,13,4,1,4,0,0,214.472,213.364,266.21,225.6173125,87.61432305623546,0.07800000000000296
2013-01-04 14:00:00,220.638,14,4,1,4,0,0,214.55,213.996,249.971,225.7556875,87.60082227564048,6.087999999999994
2013-01-04 14:30:00,343.013,14,4,1,4,0,0,220.638,222.377,274.187,228.2689375,89.21742082017683,122.37499999999997
2013-01-04 15:00:00,337.358,15,4,1,4,0,0,343.013,227.957,272.959,230.548125,90.59603406110593,-5.654999999999973
2013-01-04 15:30:00,340.161,15,4,1,4,0,0,337.358,235.391,273.321,232.73083333333332,91.96692187407878,2.8029999999999973
2013-01-04 16:00:00,345.843,16,4,1,4,0,0,340.161,253.529,285.515,234.65404166666667,93.36570184983951,5.682000000000016
2013-01-04 16:30:00,379.232,16,4,1,4,0,0,345.843,287.876,315.426,236.55729166666666,95.38305607256937,33.38900000000001
2013-01-04 17:00:00,383.343,17,4,1,4,0,0,379.232,319.13,339.89,237.89506250000002,97.002355406894,4.11099999999999
2013-01-04 17:30:00,369.507,17,4,1,4,0,0,383.343,339.772,359.349,238.51454166666667,97.75880526765829,-13.836000000000013
2013-01-04 18:00:00,370.837,18,4,1,4,0,0,369.507,374.315,372.853,238.44208333333333,97.6572452489314,1.329999999999984
2013-01-04 18:30:00,383.493,18,4,1,4,0,0,370.837,388.485,393.598,238.33808333333334,97.49658338232656,12.656000000000006
2013-01-04 19:00:00,381.407,19,4,1,4,0,0,383.493,391.905,394.452,238.119375,97.15594596068716,-2.0860000000000127
2013-01-04 19:30:00,375.805,19,4,1,4,0,0,381.407,390.105,393.479,237.82145833333334,96.70084370970321,-5.601999999999975
2013-01-04 20:00:00,358.334,20,4,1,4,0,0,375.805,368.694,393.01,237.60562500000003,96.41366038213631,-17.471000000000004
2013-01-04 20:30:00,334.895,20,4,1,4,0,0,358.334,354.367,369.326,237.19995833333334,95.95178513788666,-23.43900000000002
2013-01-04 21:00:00,324.339,21,4,1,4,0,0,334.895,340.539,355.976,236.8624583333333,95.60844415368129,-10.555999999999983
2013-01-04 21:30:00,317.349,21,4,1,4,0,0,324.339,329.078,336.773,236.61810416666665,95.38246829503183,-6.990000000000009
2013-01-04 22:00:00,304.674,22,4,1,4,0,0,317.349,303.457,325.282,236.64345833333334,95.40077313950476,-12.675000000000011
2013-01-04 22:30:00,287.077,22,4,1,4,0,0,304.674,298.568,318.569,236.4040625,95.25638366957108,-17.59699999999998
2013-01-04 23:00:00,263.816,23,4,1,4,0,0,287.077,274.362,283.951,236.18435416666668,95.17910192748704,-23.261000000000024
2013-01-04 23:30:00,229.611,23,4,1,4,0,0,263.816,238.719,243.522,235.99460416666668,95.1830201386378,-34.204999999999984
2013-01-05 00:00:00,192.78,0,5,1,5,1,0,229.611,200.578,209.864,235.83214583333333,95.25138559108125,-36.83099999999999
2013-01-05 00:30:00,166.851,0,5,1,5,1,0,192.78,173.991,175.02,235.68339583333332,95.35553321229814,-25.929000000000002
2013-01-05 01:00:00,154.239,1,5,1,5,1,0,166.851,148.068,151.394,235.81195833333334,95.23898174211456,-12.611999999999995
2013-01-05 01:30:00,136.894,1,5,1,5,1,0,154.239,129.552,137.672,235.96491666666668,95.07043883013593,-17.345
2013-01-05 02:00:00,122.858,2,5,1,5,1,0,136.894,118.146,128.217,236.06308333333334,94.94854898577205,-14.036000000000001
2013-01-05 02:30:00,121.885,2,5,1,5,1,0,122.858,113.486,121.28,236.23806250000004,94.72532413951637,-0.972999999999999
2013-01-05 03:00:00,112.909,3,5,1,5,1,0,121.885,108.441,116.156,236.33114583333335,94.59918167339589,-8.975999999999999
2013-01-05 03:30:00,108.978,3,5,1,5,1,0,112.909,104.799,111.425,236.4182083333333,94.47739768831318,-3.9310000000000116
2013-01-05 04:00:00,108.025,4,5,1,5,1,0,108.978,105.668,108.828,236.46731249999996,94.40858247411946,-0.9529999999999887
2013-01-05 04:30:00,110.08,4,5,1,5,1,0,108.025,103.581,108.442,236.60270833333334,94.21841777734501,2.0549999999999926
2013-01-05 05:00:00,113.208,5,5,1,5,1,0,110.08,106.881,112.105,236.73452083333333,94.03732623917129,3.128
2013-01-05 05:30:00,112.395,5,5,1,5,1,0,113.208,109.985,114.017,236.78472916666666,93.96883079199432,-0.8130000000000024
2013-01-05 06:00:00,116.198,6,5,1,5,1,0,112.395,117.627,118.367,236.75495833333335,94.00760345300246,3.8029999999999973
2013-01-05 06:30:00,123.53,6,5,1,5,1,0,116.198,135.69,141.766,236.501625,94.3016743247549,7.332000000000008
2013-01-05 07:00:00,142.326,7,5,1,5,1,0,123.53,158.423,162.64,236.16627083333333,94.61335092549376,18.795999999999992
2013-01-05 07:30:00,166.007,7,5,1,5,1,0,142.326,184.506,190.39,235.780875,94.8656003850162,23.68100000000001
2013-01-05 08:00:00,182.829,8,5,1,5,1,0,166.007,210.812,207.592,235.19789583333332,95.10797931181254,16.822000000000003
2013-01-05 08:30:00,203.809,8,5,1,5,1,0,182.829,222.972,219.186,234.7986666666667,95.20056578106808,20.97999999999999
2013-01-05 09:00:00,211.475,9,5,1,5,1,0,203.809,216.538,220.044,234.69318750000002,95.22403041465381,7.665999999999997
2013-01-05 09:30:00,229.723,9,5,1,5,1,0,211.475,218.667,221.745,234.92352083333336,95.19780839914104,18.24800000000002
2013-01-05 10:00:00,239.689,10,5,1,5,1,0,229.723,208.007,232.477,235.58356249999997,95.11701273938384,9.96599999999998
2013-01-05 10:30:00,240.469,10,5,1,5,1,0,239.689,203.004,227.135,236.36408333333335,94.99762199483611,0.7800000000000011
2013-01-05 11:00:00,243.346,11,5,1,5,1,0,240.469,207.61,228.455,237.1085833333333,94.907469952364,2.8770000000000095
2013-01-05 11:30:00,239.606,11,5,1,5,1,0,243.346,212.461,227.162,237.67410416666667,94.83832735211212,-3.740000000000009
2013-01-05 12:00:00,240.341,12,5,1,5,1,0,239.606,215.794,222.314,238.18550000000002,94.78399989359913,0.7350000000000136
2013-01-05 12:30:00,245.669,12,5,1,5,1,0,240.341,212.7,227.545,238.87235416666667,94.71481933195393,5.328000000000003
2013-01-05 13:00:00,270.356,13,5,1,5,1,0,245.669,214.472,211.246,240.03660416666665,94.75196497995911,24.686999999999983
2013-01-05 13:30:00,255.015,13,5,1,5,1,0,270.356,214.55,213.364,240.87962500000003,94.70037984233181,-15.341000000000008
2013-01-05 14:00:00,242.258,14,5,1,5,1,0,255.015,220.638,213.996,241.3300416666667,94.65346087500055,-12.756999999999977
2013-01-05 14:30:00,241.772,14,5,1,5,1,0,242.258,343.013,222.377,239.22085416666667,93.459888412086,-0.4860000000000184
2013-01-05 15:00:00,255.197,15,5,1,5,1,0,241.772,337.358,227.957,237.5091666666667,92.3703218388349,13.425000000000011
2013-01-05 15:30:00,264.667,15,5,1,5,1,0,255.197,340.161,235.391,235.936375,91.22084511814808,9.46999999999997
2013-01-05 16:00:00,275.564,16,5,1,5,1,0,264.667,345.843,253.529,234.47222916666666,89.97474647951367,10.897000000000048
2013-01-05 16:30:00,304.905,16,5,1,5,1,0,275.564,379.232,287.876,232.92375,88.04939079796989,29.34099999999995
2013-01-05 17:00:00,326.624,17,5,1,5,1,0,304.905,383.343,319.13,231.74210416666665,86.35200593272833,21.71900000000005
2013-01-05 17:30:00,344.563,17,5,1,5,1,0,326.624,369.507,339.772,231.22243749999998,85.57687412456819,17.938999999999965
2013-01-05 18:00:00,357.79,18,5,1,5,1,0,344.563,370.837,374.315,230.95062499999997,85.14361341714793,13.227000000000032
2013-01-05 18:30:00,392.521,18,5,1,5,1,0,357.79,383.493,388.485,231.1387083333333,85.49698917927836,34.730999999999995
2013-01-05 19:00:00,382.064,19,5,1,5,1,0,392.521,381.407,391.905,231.15239583333334,85.52160703109138,-10.456999999999994
2013-01-05 19:30:00,366.035,19,5,1,5,1,0,382.064,375.805,390.105,230.94885416666668,85.18095632540296,-16.028999999999996
2013-01-05 20:00:00,342.476,20,5,1,5,1,0,366.035,358.334,368.694,230.61847916666667,84.70580751473285,-23.559000000000026
2013-01-05 20:30:00,339.203,20,5,1,5,1,0,342.476,334.895,354.367,230.70822916666668,84.82084857378027,-3.2730000000000246
2013-01-05 21:00:00,332.209,21,5,1,5,1,0,339.203,324.339,340.539,230.87218750000002,85.01307577289721,-6.993999999999971
2013-01-05 21:30:00,316.703,21,5,1,5,1,0,332.209,317.349,329.078,230.85872916666668,84.99914443142376,-15.506000000000029
2013-01-05 22:00:00,306.364,22,5,1,5,1,0,316.703,304.674,303.457,230.8939375,85.03071488295662,-10.338999999999999
2013-01-05 22:30:00,289.161,22,5,1,5,1,0,306.364,287.077,298.568,230.93735416666667,85.06053912148609,-17.202999999999975
2013-01-05 23:00:00,273.853,23,5,1,5,1,0,289.161,263.816,274.362,231.1464583333333,85.15536843709745,-15.307999999999993
2013-01-05 23:30:00,240.123,23,5,1,5,1,0,273.853,229.611,238.719,231.36545833333335,85.16485226748719,-33.73000000000002
2013-01-06 00:00:00,212.047,0,6,1,6,1,0,240.123,192.78,200.578,231.76685416666666,85.02441181939227,-28.075999999999993
2013-01-06 00:30:00,184.614,0,6,1,6,1,0,212.047,166.851,173.991,232.13691666666668,84.7741465707643,-27.432999999999993
2013-01-06 01:00:00,161.036,1,6,1,6,1,0,184.614,154.239,148.068,232.27852083333335,84.64684093915314,-23.578000000000003
2013-01-06 01:30:00,142.97,1,6,1,6,1,0,161.036,136.894,129.552,232.40510416666666,84.50559051939393,-18.066000000000003
2013-01-06 02:00:00,124.059,2,6,1,6,1,0,142.97,122.858,118.146,232.43012499999998,84.47263653274098,-18.911
2013-01-06 02:30:00,116.569,2,6,1,6,1,0,124.059,121.885,113.486,232.319375,84.62400243596332,-7.489999999999995
2013-01-06 03:00:00,110.238,3,6,1,6,1,0,116.569,112.909,108.441,232.26372916666665,84.70503261738546,-6.331000000000003
2013-01-06 03:30:00,106.933,3,6,1,6,1,0,110.238,108.978,104.799,232.22112500000003,84.76885134158236,-3.3049999999999926
2013-01-06 04:00:00,106.01,4,6,1,6,1,0,106.933,108.025,105.668,232.17914583333334,84.83213956333523,-0.9230000000000018
2013-01-06 04:30:00,102.032,4,6,1,6,1,0,106.01,110.08,103.581,232.01147916666665,85.08617011532007,-3.9780000000000086
2013-01-06 05:00:00,106.983,5,6,1,6,1,0,102.032,113.208,106.881,231.8817916666667,85.27563504830589,4.951000000000008
2013-01-06 05:30:00,107.747,5,6,1,6,1,0,106.983,112.395,109.985,231.78495833333332,85.41672538943155,0.7639999999999958
2013-01-06 06:00:00,117.421,6,6,1,6,1,0,107.747,116.198,117.627,231.8104375,85.3816882993484,9.674000000000007
2013-01-06 06:30:00,122.029,6,6,1,6,1,0,117.421,123.53,135.69,231.7791666666667,85.42245465527988,4.60799999999999
2013-01-06 07:00:00,137.132,7,6,1,6,1,0,122.029,142.326,158.423,231.67095833333335,85.54138674646839,15.103000000000009
2013-01-06 07:30:00,153.242,7,6,1,6,1,0,137.132,166.007,184.506,231.40502083333334,85.76940971011079,16.109999999999985
2013-01-06 08:00:00,170.553,8,6,1,6,1,0,153.242,182.829,210.812,231.14927083333336,85.93547879355937,17.311000000000007
2013-01-06 08:30:00,197.9,8,6,1,6,1,0,170.553,203.809,222.972,231.02616666666665,85.97969854473777,27.34700000000001
2013-01-06 09:00:00,215.034,9,6,1,6,1,0,197.9,211.475,216.538,231.10031249999997,85.96401273248296,17.133999999999986
2013-01-06 09:30:00,231.264,9,6,1,6,1,0,215.034,229.723,218.667,231.13241666666667,85.96377516754805,16.230000000000018
2013-01-06 10:00:00,244.55,10,6,1,6,1,0,231.264,239.689,208.007,231.2336875,85.97693212102205,13.286000000000001
2013-01-06 10:30:00,249.976,10,6,1,6,1,0,244.55,240.469,203.004,231.43175,86.00960418625706,5.425999999999988
2013-01-06 11:00:00,252.737,11,6,1,6,1,0,249.976,243.346,207.61,231.62739583333334,86.0479544172503,2.7609999999999957
2013-01-06 11:30:00,254.009,11,6,1,6,1,0,252.737,239.606,212.461,231.92745833333333,86.10146511614755,1.2719999999999914
2013-01-06 12:00:00,272.31,12,6,1,6,1,0,254.009,240.341,215.794,232.59347916666664,86.29136662518518,18.301000000000016
2013-01-06 12:30:00,297.892,12,6,1,6,1,0,272.31,245.669,212.7,233.68145833333335,86.78752580748844,25.581999999999994
2013-01-06 13:00:00,308.995,13,6,1,6,1,0,297.892,270.356,214.472,234.4864375,87.31253618696617,11.103000000000009
2013-01-06 13:30:00,307.793,13,6,1,6,1,0,308.995,255.015,214.55,235.58597916666665,87.9068547736242,-1.2019999999999982
2013-01-06 14:00:00,309.176,14,6,1,6,1,0,307.793,242.258,220.638,236.98010416666668,88.54324507898154,1.3829999999999814
2013-01-06 14:30:00,297.777,14,6,1,6,1,0,309.176,241.772,343.013,238.14687500000002,88.97567788449454,-11.399000000000001
2013-01-06 15:00:00,292.809,15,6,1,6,1,0,297.777,255.197,337.358,238.93045833333335,89.29407761876189,-4.967999999999961
2013-01-06 15:30:00,308.374,15,6,1,6,1,0,292.809,264.667,340.161,239.84102083333335,89.78361172818242,15.564999999999998
2013-01-06 16:00:00,324.089,16,6,1,6,1,0,308.374,275.564,345.843,240.85195833333333,90.46500333723948,15.714999999999975
2013-01-06 16:30:00,350.578,16,6,1,6,1,0,324.089,304.905,379.232,241.80347916666665,91.38853741335815,26.488999999999976
2013-01-06 17:00:00,366.526,17,6,1,6,1,0,350.578,326.624,383.343,242.6347708333333,92.35289170149049,15.948000000000036
2013-01-06 17:30:00,397.714,17,6,1,6,1,0,366.526,344.563,369.507,243.7420833333333,93.90658657656026,31.187999999999988
2013-01-06 18:00:00,397.594,18,6,1,6,1,0,397.714,357.79,370.837,244.57133333333334,95.10324586879334,-0.12000000000000455
2013-01-06 18:30:00,402.889,18,6,1,6,1,0,397.594,392.521,383.493,244.78733333333332,95.45753504342855,5.295000000000016
2013-01-06 19:00:00,400.652,19,6,1,6,1,0,402.889,382.064,381.407,245.17458333333332,96.06207431718607,-2.237000000000023
2013-01-06 19:30:00,394.296,19,6,1,6,1,0,400.652,366.035,375.805,245.76335416666666,96.90153557826162,-6.3559999999999945
2013-01-06 20:00:00,365.428,20,6,1,6,1,0,394.296,342.476,358.334,246.2415208333333,97.44403454290862,-28.867999999999995
2013-01-06 20:30:00,353.844,20,6,1,6,1,0,365.428,339.203,334.895,246.54654166666668,97.7636059965315,-11.584000000000003
2013-01-06 21:00:00,335.651,21,6,1,6,1,0,353.844,332.209,324.339,246.61825,97.82901560256022,-18.192999999999984
2013-01-06 21:30:00,326.802,21,6,1,6,1,0,335.651,316.703,317.349,246.82864583333333,97.99367137630921,-8.84899999999999
2013-01-06 22:00:00,314.427,22,6,1,6,1,0,326.802,306.364,304.674,246.996625,98.10474507309215,-12.375
2013-01-06 22:30:00,299.209,22,6,1,6,1,0,314.427,289.161,287.077,247.20595833333334,98.20729503149192,-15.218000000000018
2013-01-06 23:00:00,258.884,23,6,1,6,1,0,299.209,273.853,263.816,246.8941041666667,98.14462463038919,-40.32499999999999
2013-01-06 23:30:00,225.404,23,6,1,6,1,0,258.884,240.123,229.611,246.58745833333333,98.18921468331388,-33.48000000000002
2013-01-07 00:00:00,189.577,0,7,1,0,0,0,225.404,212.047,192.78,246.11933333333334,98.41070676643635,-35.827
2013-01-07 00:30:00,166.403,0,7,1,0,0,0,189.577,184.614,166.851,245.7399375,98.68758326786276,-23.174000000000007
2013-01-07 01:00:00,139.948,1,7,1,0,0,0,166.403,161.036,154.239,245.30060416666666,99.11868553464879,-26.454999999999984
2013-01-07 01:30:00,121.552,1,7,1,0,0,0,139.948,142.97,136.894,244.85439583333334,99.63601387192689,-18.396
2013-01-07 02:00:00,111.373,2,7,1,0,0,0,121.552,124.059,122.858,244.5901041666667,99.97948298126822,-10.179000000000002
2013-01-07 02:30:00,106.559,2,7,1,0,0,0,111.373,116.569,121.885,244.38156249999997,100.26223646993654,-4.814000000000007
2013-01-07 03:00:00,101.439,3,7,1,0,0,0,106.559,110.238,112.909,244.19825,100.52042480701618,-5.1200000000000045
2013-01-07 03:30:00,100.776,3,7,1,0,0,0,101.439,106.933,108.978,244.06997916666663,100.70307374853971,-0.6629999999999967
2013-01-07 04:00:00,100.685,4,7,1,0,0,0,100.776,106.01,108.025,243.9590416666667,100.86120963175695,-0.09099999999999397
2013-01-07 04:30:00,103.911,4,7,1,0,0,0,100.685,102.032,110.08,243.9981875,100.8053026359095,3.225999999999999
2013-01-07 05:00:00,106.503,5,7,1,0,0,0,103.911,106.983,113.208,243.98818749999998,100.819206739601,2.5919999999999987
2013-01-07 05:30:00,108.806,5,7,1,0,0,0,106.503,107.747,112.395,244.01025,100.78886973325179,2.3029999999999973
2013-01-07 06:00:00,120.683,6,7,1,0,0,0,108.806,117.421,116.198,244.07820833333332,100.70276201244141,11.87700000000001
2013-01-07 06:30:00,139.414,6,7,1,0,0,0,120.683,122.029,123.53,244.44039583333333,100.28485658548809,18.73099999999998
2013-01-07 07:00:00,173.806,7,7,1,0,0,0,139.414,137.132,142.326,245.2044375,99.58718742162175,34.392000000000024
2013-01-07 07:30:00,206.749,7,7,1,0,0,0,173.806,153.242,166.007,246.31916666666666,98.83250996064292,32.942999999999984
2013-01-07 08:00:00,225.25,8,7,1,0,0,0,206.749,170.553,182.829,247.4586875,98.25398325338062,18.501000000000005
2013-01-07 08:30:00,238.256,8,7,1,0,0,0,225.25,197.9,203.809,248.29943749999998,97.99320669309698,13.006
2013-01-07 09:00:00,236.805,9,7,1,0,0,0,238.256,215.034,211.475,248.75300000000001,97.88628666239826,-1.4509999999999934
2013-01-07 09:30:00,226.914,9,7,1,0,0,0,236.805,231.264,229.723,248.662375,97.90483471634649,-9.89100000000002
2013-01-07 10:00:00,235.523,10,7,1,0,0,0,226.914,244.55,239.689,248.4743125,97.92157054503704,8.609000000000009
2013-01-07 10:30:00,237.004,10,7,1,0,0,0,235.523,249.976,240.469,248.2040625,97.93523742507938,1.4809999999999945
2013-01-07 11:00:00,234.08,11,7,1,0,0,0,237.004,252.737,243.346,247.81537500000002,97.95388560746879,-2.923999999999978
